"","ID","Question","Response.x","PreValue","Response.y","PostValue"
"533","4295","Q09","Disagree",0,"Agree",1
"534","4602","Q09","Not sure",0.5,"Not sure",0.5
"535","4626","Q09","Disagree",0,"Disagree",0
"536","4589","Q09","Agree",1,"Agree",1
"537","4586","Q09","Agree",1,"Agree",1
"538","4627","Q09","Not sure",0.5,"Not sure",0.5
"539","4608","Q09","Not sure",0.5,"Agree",1
"540","4599","Q09","Agree",1,"Agree",1
"541","4610","Q09","Not sure",0.5,"Not sure",0.5
"542","4609","Q09","Disagree",0,"Disagree",0
"543","4607","Q09","Disagree",0,"Agree",1
"544","4578","Q09","Agree",1,"Disagree",0
"545","4617","Q09","Not sure",0.5,"Disagree",0
"546","4585","Q09","Agree",1,"Agree",1
"547","4616","Q09","Disagree",0,"Not sure",0.5
"548","4619","Q09","Agree",1,"Agree",1
"549","4592","Q09","Agree",1,"Disagree",0
"550","4598","Q09","Disagree",0,"Agree",1
"551","4419","Q09","Disagree",0,"Agree",1
"552","4686","Q09","Disagree",0,"Disagree",0
"553","4656","Q09","Not sure",0.5,"Not sure",0.5
"554","4668","Q09","Agree",1,"Disagree",0
"555","4297","Q09","Disagree",0,"Disagree",0
"556","4712","Q09","Agree",1,"Disagree",0
"557","4702","Q09","Disagree",0,"Agree",1
"558","4693","Q09","Agree",1,"Disagree",0
"559","4704","Q09","Not sure",0.5,"Agree",1
"560","4771","Q09","Disagree",0,"Not sure",0.5
"561","4697","Q09","Not sure",0.5,"Not sure",0.5
"562","4717","Q09","Disagree",0,"Not sure",0.5
"563","4723","Q09","Disagree",0,"Disagree",0
"564","4716","Q09","Not sure",0.5,"Disagree",0
"565","4730","Q09","Agree",1,"Agree",1
"566","4725","Q09","Disagree",0,"Agree",1
"567","4720","Q09","Disagree",0,"Agree",1
"568","4606","Q09","Not sure",0.5,"Disagree",0
"569","4727","Q09","Not sure",0.5,"Disagree",0
"570","4722","Q09","Agree",1,"Agree",1
"571","4737","Q09","Disagree",0,"Not sure",0.5
"572","4768","Q09","Agree",1,"Agree",1
"573","4762","Q09","Agree",1,"Disagree",0
"574","4764","Q09","Agree",1,"Agree",1
"575","4758","Q09","Not sure",0.5,"Disagree",0
"576","4761","Q09","Disagree",0,"Disagree",0
"577","4756B","Q09","Agree",1,"Agree",1
"578","4755B","Q09","Agree",1,"Agree",1
"579","4710","Q09","Disagree",0,"Agree",1
"580","4746","Q09","Agree",1,"Agree",1
"581","4739","Q09","Agree",1,"Agree",1
"582","4754","Q09","Agree",1,"Not sure",0.5
"583","4755","Q09","Agree",1,"Agree",1
"584","4750","Q09","Agree",1,"Not sure",0.5
"585","4748","Q09","Not sure",0.5,"Disagree",0
"586","4753","Q09","Agree",1,"Disagree",0
"587","4743","Q09","Agree",1,"Agree",1
"588","4760","Q09","Not sure",0.5,"Agree",1
"589","4767","Q09","Agree",1,"Disagree",0
"590","4778","Q09","Disagree",0,"Agree",1
"591","4777","Q09","Disagree",0,"Disagree",0
"592","4763","Q09","Agree",1,"Agree",1
"593","4768","Q09","Disagree",0,"Agree",1
"594","4773","Q09","Not sure",0.5,"Not sure",0.5
"595","4765","Q09","Disagree",0,"Not sure",0.5
"596","4764","Q09","Not sure",0.5,"Agree",1
"597","4770","Q09","Agree",1,"Agree",1
"598","4775","Q09","Agree",1,"Agree",1
"599","4771","Q09","Agree",1,"Not sure",0.5
"600","4740","Q09","Disagree",0,"Agree",1
"601","4824","Q09","Disagree",0,"Disagree",0
"602","4816","Q09","Agree",1,"Agree",1
"603","4817","Q09","Agree",1,"Agree",1
"604","4824","Q09","Not sure",0.5,"Disagree",0
"605","4815","Q09","Disagree",0,"Disagree",0
"606","4825","Q09","Disagree",0,"Disagree",0
"607","4819","Q09","Agree",1,"Disagree",0
"608","4822","Q09","Agree",1,"Agree",1
"609","4821","Q09","Agree",1,"Agree",1
"610","4781","Q09","Agree",1,"Agree",1
"611","4789","Q09","Agree",1,"Agree",1
"612","4782","Q09","Agree",1,"Disagree",0
"613","4786","Q09","Disagree",0,"Agree",1
"614","4783","Q09","Disagree",0,"Agree",1
"615","4787","Q09","Not sure",0.5,"Not sure",0.5
"616","4785","Q09","Agree",1,"Disagree",0
"617","4780","Q09","Disagree",0,"Disagree",0
"618","4784","Q09","Disagree",0,"Agree",1
"619","4779","Q09","Not sure",0.5,"Agree",1
"620","4756","Q09","Agree",1,"Agree",1
"621","4795","Q09","Agree",1,"Disagree",0
"622","4805","Q09","Not sure",0.5,"Not sure",0.5
"623","4799","Q09","Agree",1,"Disagree",0
"624","4806","Q09","Agree",1,"Not sure",0.5
"625","4807","Q09","Agree",1,"Agree",1
"626","4803","Q09","Agree",1,"Disagree",0
"627","4802","Q09","Agree",1,"Disagree",0
"628","4813","Q09","Not sure",0.5,"Disagree",0
"629","4801","Q09","Disagree",0,"Disagree",0
"630","4836","Q09","Agree",1,"Agree",1
"631","4832","Q09","Not sure",0.5,"Agree",1
"632","4838","Q09","Not sure",0.5,"Agree",1
"633","4833","Q09","Disagree",0,"Not sure",0.5
"634","4828","Q09","Agree",1,"Agree",1
"635","4831","Q09","Disagree",0,"Disagree",0
"636","4826","Q09","Disagree",0,"Agree",1
"637","4829","Q09","Not sure",0.5,"Not sure",0.5
"638","4830","Q09","Agree",1,"Agree",1
"639","4846","Q09","Agree",1,"Disagree",0
"640","4855","Q09","Disagree",0,"Disagree",0
"641","4850","Q09","Disagree",0,"Agree",1
"642","4845","Q09","Disagree",0,"Disagree",0
"643","4848","Q09","Agree",1,"Agree",1
"644","4839","Q09","Agree",1,"Agree",1
"645","4752","Q09","Agree",1,"Agree",1
"646","4871","Q09","Agree",1,"Agree",1
"647","4874","Q09","Not sure",0.5,"Disagree",0
"648","4863","Q09","Not sure",0.5,"Not sure",0.5
"649","4860","Q09","Not sure",0.5,"Agree",1
"650","4869","Q09","Agree",1,"Agree",1
"651","4862","Q09","Not sure",0.5,"Agree",1
"652","4870","Q09","Disagree",0,"Disagree",0
"653","4868","Q09","Disagree",0,"Disagree",0
"654","4861","Q09","Not sure",0.5,"Disagree",0
"655","4899","Q09","Agree",1,"Agree",1
"656","4898","Q09","Disagree",0,"Agree",1
"657","4879","Q09","Agree",1,"Agree",1
"658","4919","Q09","Disagree",0,"Agree",1
"659","4879","Q09","Disagree",0,"Agree",1
"660","4913","Q09","Disagree",0,"Agree",1
"661","4897","Q09","Agree",1,"Agree",1
"662","4911","Q09","Agree",1,"Agree",1
"663","4904","Q09","Agree",1,"Agree",1
"664","4910","Q09","Agree",1,"Not sure",0.5
"665","4901","Q09","Agree",1,"Agree",1
"666","4884","Q09","Agree",1,"Disagree",0
"667","4898","Q09","Agree",1,"Agree",1
"668","4917","Q09","Agree",1,"Agree",1
"669","4908","Q09","Agree",1,"Agree",1
"670","4900","Q09","Agree",1,"Agree",1
"671","4922","Q09","Agree",1,"Agree",1
"672","4906","Q09","Agree",1,"Agree",1
"673","4899","Q09","Agree",1,"Agree",1
"674","4885","Q09","Agree",1,"Agree",1
"675","4914","Q09","Agree",1,"Agree",1
"676","4921","Q09","Agree",1,"Agree",1
"677","4903","Q09","Disagree",0,"Disagree",0
"678","4902","Q09","Disagree",0,"Agree",1
"679","4909","Q09","Agree",1,"Agree",1
"680","4912","Q09","Disagree",0,"Agree",1
"681","4926","Q09","Agree",1,"Agree",1
"682","4886","Q09","Agree",1,"Agree",1
"683","4907","Q09","Not sure",0.5,"Not sure",0.5
"684","4888","Q09","Agree",1,"Agree",1
"685","4896","Q09","Agree",1,"Agree",1
"686","4927","Q09","Disagree",0,"Agree",1
"687","4878","Q09","Agree",1,"Agree",1
"688","4880","Q09","Agree",1,"Agree",1
"689","4920","Q09","Agree",1,"Agree",1
"690","4887","Q09","Agree",1,"Agree",1
"691","4232","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"692","4219","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"693","4229","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"694","4236","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can never change",0
"695","4224","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"696","4261","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"697","4246","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"698","4241","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"699","4247","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"700","4244","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"701","4257","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"702","4259","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can never change",0
"703","4242","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can never change",0
"704","4276","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"705","4272","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can never change",0
"706","4284","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"707","4294F","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can never change",0
"708","4287","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can never change",0
"709","4275","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"710","4273","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"711","4289","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"712","4277","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"713","4285","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"714","4293F","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"715","4271","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"716","4268","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"717","4258","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"718","4249","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"719","4260","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"720","4269","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"721","4248","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"722","4290","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"723","4283","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"724","4288","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"725","4304","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because the density can always change even if the pressure or temperature is constant",0
"726","4313","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can never change",0
"727","4318","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can never change",0
"728","4301","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"729","4309","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"730","4278","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"731","4291","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"732","4327","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"733","4328","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"734","4324","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"735","4348","Q10","Because density is a property of the matter, and it can never change",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"736","4347","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"737","4339","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"738","4353","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"739","4367","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"740","4357","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because the density can always change even if the pressure or temperature is constant",0
"741","4373","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"742","4359","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"743","4363","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"744","4356","Q10","Because the density can always change even if the pressure or temperature is constant",0,"Because the density can always change even if the pressure or temperature is constant",0
"745","4364","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"746","4355","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
"747","4342","Q10","Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1,"Because density is a property of the matter, and it can change only if we changed the temperature or pressure",1
